Drug1,Drug2,Cell line,ZIP,classification
MK-2206 dihydrochloride,pralatrexate,TC71_BONE,14.924,synergy
(+)-JQ-1,pralatrexate,TC71_BONE,8.25,synergy
navitoclax,pralatrexate,TC71_BONE,39.662,synergy
AGN-PC-0HSSYL,pralatrexate,TC71_BONE,21.88,synergy
tivantinib,proscillaridin A,TC71_BONE,12.846,synergy
2-methoxyestradiol,proscillaridin A,TC71_BONE,15.702,synergy
cantharidin,proscillaridin A,TC71_BONE,31.925,synergy
SNX-5422,proscillaridin A,TC71_BONE,16.795,synergy
Visudyne,proscillaridin A,TC71_BONE,11.302,synergy
withaferin A,proscillaridin A,TC71_BONE,11.262,synergy
YK-4-279,proscillaridin A,TC71_BONE,22.513,synergy
Englerin A,proscillaridin A,TC71_BONE,18.312,synergy
MK-2206 dihydrochloride,proscillaridin A,TC71_BONE,9.94,synergy
OSI-027,proscillaridin A,TC71_BONE,16.699,synergy
(+)-JQ-1,proscillaridin A,TC71_BONE,20.187,synergy
navitoclax,proscillaridin A,TC71_BONE,15.195,synergy
AGN-PC-0HSSYL,proscillaridin A,TC71_BONE,11.342,synergy
tivantinib,depsipeptide,TC71_BONE,10.51,synergy
2-methoxyestradiol,depsipeptide,TC71_BONE,27.649,synergy
cantharidin,depsipeptide,TC71_BONE,7.857,synergy
SNX-5422,depsipeptide,TC71_BONE,11.422,synergy
picropodophyllin,depsipeptide,TC71_BONE,12.906,synergy
Visudyne,depsipeptide,TC71_BONE,24.147,synergy
withaferin A,depsipeptide,TC71_BONE,8.612,synergy
YK-4-279,depsipeptide,TC71_BONE,8.162,synergy
MK-2206 dihydrochloride,depsipeptide,TC71_BONE,13.008,synergy
OSI-027,depsipeptide,TC71_BONE,8.615,synergy
(+)-JQ-1,depsipeptide,TC71_BONE,29.836,synergy
navitoclax,depsipeptide,TC71_BONE,16.774,synergy
AGN-PC-0HSSYL,depsipeptide,TC71_BONE,41.831,synergy
tivantinib,Y0217,TC71_BONE,36.072,synergy
2-methoxyestradiol,Y0217,TC71_BONE,36.065,synergy
cantharidin,Y0217,TC71_BONE,43.791,synergy
SNX-5422,Y0217,TC71_BONE,25.992,synergy
picropodophyllin,Y0217,TC71_BONE,16.861,synergy
Visudyne,Y0217,TC71_BONE,36.5,synergy
withaferin A,Y0217,TC71_BONE,15.863,synergy
YK-4-279,Y0217,TC71_BONE,41.191,synergy
Englerin A,Y0217,TC71_BONE,37.678,synergy
MK-2206 dihydrochloride,Y0217,TC71_BONE,24.781,synergy
OSI-027,Y0217,TC71_BONE,13.587,synergy
(+)-JQ-1,Y0217,TC71_BONE,28.061,synergy
navitoclax,Y0217,TC71_BONE,53.419,synergy
AGN-PC-0HSSYL,Y0217,TC71_BONE,18.167,synergy
tivantinib,thapsigargin,TC71_BONE,9.45,synergy
2-methoxyestradiol,thapsigargin,TC71_BONE,25.557,synergy
cantharidin,thapsigargin,TC71_BONE,13.684,synergy
SNX-5422,thapsigargin,TC71_BONE,9.721,synergy
picropodophyllin,thapsigargin,TC71_BONE,24.557,synergy
Visudyne,thapsigargin,TC71_BONE,19.418,synergy
withaferin A,thapsigargin,TC71_BONE,8.914,synergy
Englerin A,thapsigargin,TC71_BONE,16.583,synergy
MK-2206 dihydrochloride,thapsigargin,TC71_BONE,29.306,synergy
OSI-027,thapsigargin,TC71_BONE,14.828,synergy
(+)-JQ-1,thapsigargin,TC71_BONE,14.255,synergy
navitoclax,thapsigargin,TC71_BONE,33.141,synergy
AGN-PC-0HSSYL,thapsigargin,TC71_BONE,19.786,synergy
RS0050,NCGC00263265-01,TC71_BONE,-12.21,antagonism
cantharidin,NCGC00263265-01,TC71_BONE,13.117,synergy
SNX-5422,NCGC00263265-01,TC71_BONE,21.958,synergy
picropodophyllin,NCGC00263265-01,TC71_BONE,25.369,synergy
Visudyne,NCGC00263265-01,TC71_BONE,16.775,synergy
withaferin A,NCGC00263265-01,TC71_BONE,10.465,synergy
YK-4-279,NCGC00263265-01,TC71_BONE,10.214,synergy
Englerin A,NCGC00263265-01,TC71_BONE,16.005,synergy
MK-2206 dihydrochloride,NCGC00263265-01,TC71_BONE,32.433,synergy
OSI-027,NCGC00263265-01,TC71_BONE,13.704,synergy
navitoclax,NCGC00263265-01,TC71_BONE,22.795,synergy
AGN-PC-0HSSYL,NCGC00263265-01,TC71_BONE,7.184,synergy
MK-2206 dihydrochloride,NVP-BGT226,TC71_BONE,51.292,synergy
(+)-JQ-1,NVP-BGT226,TC71_BONE,30.506,synergy
navitoclax,NVP-BGT226,TC71_BONE,17.188,synergy
AGN-PC-0HSSYL,NVP-BGT226,TC71_BONE,21.303,synergy
OSI-027,epothilones,TC71_BONE,26.109,synergy
(+)-JQ-1,epothilones,TC71_BONE,32.823,synergy
navitoclax,epothilones,TC71_BONE,29.731,synergy
AGN-PC-0HSSYL,epothilones,TC71_BONE,22.678,synergy
(+)-JQ-1,NVP-AUY922,TC71_BONE,27.958,synergy
navitoclax,NVP-AUY922,TC71_BONE,16.456,synergy
AGN-PC-0HSSYL,NVP-AUY922,TC71_BONE,16.009,synergy
AT7519,artesunate,TC71_BONE,22.114,synergy
AZD8055,artesunate,TC71_BONE,17.914,synergy
camptothecin,artesunate,TC71_BONE,11.167,synergy
carfilzomib,artesunate,TC71_BONE,19.234,synergy
danusertib,artesunate,TC71_BONE,8.627,synergy
daporinad,artesunate,TC71_BONE,33.275,synergy
dinaciclib,artesunate,TC71_BONE,17.085,synergy
levomycin,artesunate,TC71_BONE,13.813,synergy
leptomycin B,artesunate,TC71_BONE,24.218,synergy
etoposide,artesunate,TC71_BONE,28.326,synergy
Chs 828,artesunate,TC71_BONE,7.798,synergy
GSK461364A,artesunate,TC71_BONE,13.674,synergy
KX2-391,artesunate,TC71_BONE,18.616,synergy
lestaurtinib,artesunate,TC71_BONE,13.959,synergy
mitomycin C,artesunate,TC71_BONE,19.324,synergy
NSC319726,artesunate,TC71_BONE,5.116,synergy
panobinostat,artesunate,TC71_BONE,30.14,synergy
pralatrexate,artesunate,TC71_BONE,16.749,synergy
proscillaridin A,artesunate,TC71_BONE,14.875,synergy
depsipeptide,artesunate,TC71_BONE,27.244,synergy
Y0217,artesunate,TC71_BONE,22.713,synergy
thapsigargin,artesunate,TC71_BONE,15.125,synergy
NCGC00263265-01,artesunate,TC71_BONE,20.457,synergy
NVP-BGT226,artesunate,TC71_BONE,9.034,synergy
epothilones,artesunate,TC71_BONE,13.866,synergy
NVP-AUY922,artesunate,TC71_BONE,16.654,synergy
methotrexate,artesunate,TC71_BONE,9.657,synergy
AZD8055,AV412,TC71_BONE,13.671,synergy
camptothecin,AV412,TC71_BONE,19.152,synergy
carfilzomib,AV412,TC71_BONE,17.678,synergy
danusertib,AV412,TC71_BONE,17.191,synergy
daporinad,AV412,TC71_BONE,5.918,synergy
dinaciclib,AV412,TC71_BONE,8.303,synergy
levomycin,AV412,TC71_BONE,12.424,synergy
leptomycin B,AV412,TC71_BONE,10.925,synergy
etoposide,AV412,TC71_BONE,23.059,synergy
Chs 828,AV412,TC71_BONE,9.614,synergy
GSK461364A,AV412,TC71_BONE,16.334,synergy
KX2-391,AV412,TC71_BONE,9.106,synergy
lestaurtinib,AV412,TC71_BONE,17.526,synergy
NSC319726,AV412,TC71_BONE,14.073,synergy
panobinostat,AV412,TC71_BONE,13.84,synergy
pralatrexate,AV412,TC71_BONE,12.253,synergy
proscillaridin A,AV412,TC71_BONE,10.024,synergy
depsipeptide,AV412,TC71_BONE,28.446,synergy
Y0217,AV412,TC71_BONE,17.366,synergy
thapsigargin,AV412,TC71_BONE,26.527,synergy
NCGC00263265-01,AV412,TC71_BONE,22.546,synergy
NVP-BGT226,AV412,TC71_BONE,23.083,synergy
epothilones,AV412,TC71_BONE,26.435,synergy
NVP-AUY922,AV412,TC71_BONE,11.724,synergy
methotrexate,AV412,TC71_BONE,22.431,synergy
camptothecin,AVN944,TC71_BONE,7.725,synergy
carfilzomib,AVN944,TC71_BONE,20.504,synergy
danusertib,AVN944,TC71_BONE,15.074,synergy
daporinad,AVN944,TC71_BONE,10.991,synergy
dinaciclib,AVN944,TC71_BONE,9.097,synergy
levomycin,AVN944,TC71_BONE,8.525,synergy
leptomycin B,AVN944,TC71_BONE,5.305,synergy
etoposide,AVN944,TC71_BONE,5.439,synergy
Chs 828,AVN944,TC71_BONE,17.293,synergy
GSK461364A,AVN944,TC71_BONE,11.694,synergy
KX2-391,AVN944,TC71_BONE,6.886,synergy
lestaurtinib,AVN944,TC71_BONE,20.553,synergy
mitomycin C,AVN944,TC71_BONE,14.098,synergy
NSC319726,AVN944,TC71_BONE,10.02,synergy
pralatrexate,AVN944,TC71_BONE,15.022,synergy
proscillaridin A,AVN944,TC71_BONE,6.931,synergy
depsipeptide,AVN944,TC71_BONE,13.035,synergy
Y0217,AVN944,TC71_BONE,13.421,synergy
thapsigargin,AVN944,TC71_BONE,14.306,synergy
NCGC00263265-01,AVN944,TC71_BONE,9.65,synergy
NVP-BGT226,AVN944,TC71_BONE,11.517,synergy
epothilones,AVN944,TC71_BONE,10.618,synergy
NVP-AUY922,AVN944,TC71_BONE,12.241,synergy
camptothecin,CDDO-Me,TC71_BONE,13.647,synergy
danusertib,CDDO-Me,TC71_BONE,11.362,synergy
dinaciclib,CDDO-Me,TC71_BONE,9.736,synergy
leptomycin B,CDDO-Me,TC71_BONE,6.49,synergy
etoposide,CDDO-Me,TC71_BONE,11.137,synergy
GSK461364A,CDDO-Me,TC71_BONE,8.281,synergy
KX2-391,CDDO-Me,TC71_BONE,6.926,synergy
lestaurtinib,CDDO-Me,TC71_BONE,12.843,synergy
mitomycin C,CDDO-Me,TC71_BONE,11.499,synergy
pralatrexate,CDDO-Me,TC71_BONE,10.33,synergy
depsipeptide,CDDO-Me,TC71_BONE,6.243,synergy
Y0217,CDDO-Me,TC71_BONE,7.114,synergy
thapsigargin,CDDO-Me,TC71_BONE,10.671,synergy
NVP-BGT226,CDDO-Me,TC71_BONE,15.509,synergy
epothilones,CDDO-Me,TC71_BONE,6.53,synergy
NVP-AUY922,CDDO-Me,TC71_BONE,32.049,synergy
methotrexate,CDDO-Me,TC71_BONE,21.063,synergy
camptothecin,NVP-BKM120,TC71_BONE,16.58,synergy
carfilzomib,NVP-BKM120,TC71_BONE,27.263,synergy
danusertib,NVP-BKM120,TC71_BONE,22.793,synergy
daporinad,NVP-BKM120,TC71_BONE,10.62,synergy
dinaciclib,NVP-BKM120,TC71_BONE,23.785,synergy
leptomycin B,NVP-BKM120,TC71_BONE,11.21,synergy
etoposide,NVP-BKM120,TC71_BONE,20.764,synergy
Chs 828,NVP-BKM120,TC71_BONE,27.645,synergy
GSK461364A,NVP-BKM120,TC71_BONE,6.855,synergy
KX2-391,NVP-BKM120,TC71_BONE,16.801,synergy
lestaurtinib,NVP-BKM120,TC71_BONE,21.435,synergy
mitomycin C,NVP-BKM120,TC71_BONE,16.564,synergy
NSC319726,NVP-BKM120,TC71_BONE,6.048,synergy
panobinostat,NVP-BKM120,TC71_BONE,12.276,synergy
pralatrexate,NVP-BKM120,TC71_BONE,16.981,synergy
proscillaridin A,NVP-BKM120,TC71_BONE,10.349,synergy
depsipeptide,NVP-BKM120,TC71_BONE,14.599,synergy
Y0217,NVP-BKM120,TC71_BONE,19.485,synergy
thapsigargin,NVP-BKM120,TC71_BONE,26.476,synergy
NCGC00263265-01,NVP-BKM120,TC71_BONE,21.033,synergy
epothilones,NVP-BKM120,TC71_BONE,18.456,synergy
NVP-AUY922,NVP-BKM120,TC71_BONE,14.658,synergy
methotrexate,NVP-BKM120,TC71_BONE,13.174,synergy
camptothecin,cabozantinib,TC71_BONE,18.244,synergy
carfilzomib,cabozantinib,TC71_BONE,5.14,synergy
danusertib,cabozantinib,TC71_BONE,45.496,synergy
daporinad,cabozantinib,TC71_BONE,16.382,synergy
dinaciclib,cabozantinib,TC71_BONE,20.426,synergy
levomycin,cabozantinib,TC71_BONE,16.284,synergy
leptomycin B,cabozantinib,TC71_BONE,28.279,synergy
etoposide,cabozantinib,TC71_BONE,32.692,synergy
Chs 828,cabozantinib,TC71_BONE,17.66,synergy
GSK461364A,cabozantinib,TC71_BONE,19.769,synergy
KX2-391,cabozantinib,TC71_BONE,37.472,synergy
lestaurtinib,cabozantinib,TC71_BONE,20.216,synergy
mitomycin C,cabozantinib,TC71_BONE,15.19,synergy
NSC319726,cabozantinib,TC71_BONE,21.959,synergy
panobinostat,cabozantinib,TC71_BONE,30.654,synergy
pralatrexate,cabozantinib,TC71_BONE,15.142,synergy
proscillaridin A,cabozantinib,TC71_BONE,10.973,synergy
depsipeptide,cabozantinib,TC71_BONE,22.308,synergy
Y0217,cabozantinib,TC71_BONE,28.758,synergy
thapsigargin,cabozantinib,TC71_BONE,15.339,synergy
NCGC00263265-01,cabozantinib,TC71_BONE,22.19,synergy
NVP-BGT226,cabozantinib,TC71_BONE,15.835,synergy
epothilones,cabozantinib,TC71_BONE,20.994,synergy
NVP-AUY922,cabozantinib,TC71_BONE,14.699,synergy
methotrexate,cabozantinib,TC71_BONE,9.625,synergy
danusertib,crenolanib,TC71_BONE,23.681,synergy
daporinad,crenolanib,TC71_BONE,17.084,synergy
dinaciclib,crenolanib,TC71_BONE,31.235,synergy
leptomycin B,crenolanib,TC71_BONE,33.102,synergy
etoposide,crenolanib,TC71_BONE,20.433,synergy
Chs 828,crenolanib,TC71_BONE,12.366,synergy
GSK461364A,crenolanib,TC71_BONE,9.9,synergy
KX2-391,crenolanib,TC71_BONE,21.086,synergy
lestaurtinib,crenolanib,TC71_BONE,41.94,synergy
mitomycin C,crenolanib,TC71_BONE,6.544,synergy
NSC319726,crenolanib,TC71_BONE,14.067,synergy
panobinostat,crenolanib,TC71_BONE,23.101,synergy
pralatrexate,crenolanib,TC71_BONE,9.778,synergy
proscillaridin A,crenolanib,TC71_BONE,-12.341,antagonism
depsipeptide,crenolanib,TC71_BONE,14.912,synergy
Y0217,crenolanib,TC71_BONE,16.762,synergy
thapsigargin,crenolanib,TC71_BONE,29.909,synergy
NVP-BGT226,crenolanib,TC71_BONE,38.166,synergy
NVP-AUY922,crenolanib,TC71_BONE,21.107,synergy
methotrexate,crenolanib,TC71_BONE,18.701,synergy
Chs 828,everolimus,TC71_BONE,5.268,synergy
mitomycin C,everolimus,TC71_BONE,8.556,synergy
NSC319726,everolimus,TC71_BONE,21.013,synergy
panobinostat,everolimus,TC71_BONE,8.803,synergy
pralatrexate,everolimus,TC71_BONE,5.667,synergy
depsipeptide,everolimus,TC71_BONE,20.701,synergy
Y0217,everolimus,TC71_BONE,21.196,synergy
thapsigargin,everolimus,TC71_BONE,14.849,synergy
NCGC00263265-01,everolimus,TC71_BONE,19.141,synergy
NVP-BGT226,everolimus,TC71_BONE,23.695,synergy
epothilones,everolimus,TC71_BONE,26.38,synergy
NVP-AUY922,everolimus,TC71_BONE,23.173,synergy
KX2-391,GSK923295A,TC71_BONE,19.178,synergy
lestaurtinib,GSK923295A,TC71_BONE,26.867,synergy
mitomycin C,GSK923295A,TC71_BONE,29.522,synergy
panobinostat,GSK923295A,TC71_BONE,23.936,synergy
pralatrexate,GSK923295A,TC71_BONE,33.301,synergy
proscillaridin A,GSK923295A,TC71_BONE,14.761,synergy
Y0217,GSK923295A,TC71_BONE,20.222,synergy
thapsigargin,GSK923295A,TC71_BONE,22.76,synergy
NCGC00263265-01,GSK923295A,TC71_BONE,33.307,synergy
NVP-BGT226,GSK923295A,TC71_BONE,8.969,synergy
epothilones,GSK923295A,TC71_BONE,14.444,synergy
NVP-AUY922,GSK923295A,TC71_BONE,23.29,synergy
methotrexate,GSK923295A,TC71_BONE,21.364,synergy
lestaurtinib,lenvatinib,TC71_BONE,26.41,synergy
mitomycin C,lenvatinib,TC71_BONE,13.26,synergy
NSC319726,lenvatinib,TC71_BONE,19.203,synergy
panobinostat,lenvatinib,TC71_BONE,32.936,synergy
pralatrexate,lenvatinib,TC71_BONE,18.748,synergy
proscillaridin A,lenvatinib,TC71_BONE,13.535,synergy
Y0217,lenvatinib,TC71_BONE,38.77,synergy
thapsigargin,lenvatinib,TC71_BONE,22.109,synergy
NCGC00263265-01,lenvatinib,TC71_BONE,40.23,synergy
NVP-BGT226,lenvatinib,TC71_BONE,25.735,synergy
epothilones,lenvatinib,TC71_BONE,31.525,synergy
NVP-AUY922,lenvatinib,TC71_BONE,42.417,synergy
methotrexate,lenvatinib,TC71_BONE,11.457,synergy
NSC319726,linsitinib,TC71_BONE,22.357,synergy
panobinostat,linsitinib,TC71_BONE,29.242,synergy
pralatrexate,linsitinib,TC71_BONE,9.652,synergy
depsipeptide,linsitinib,TC71_BONE,20.471,synergy
Y0217,linsitinib,TC71_BONE,24.261,synergy
thapsigargin,linsitinib,TC71_BONE,8.396,synergy
NVP-BGT226,linsitinib,TC71_BONE,17.103,synergy
epothilones,linsitinib,TC71_BONE,20.401,synergy
NVP-AUY922,linsitinib,TC71_BONE,16.328,synergy
methotrexate,linsitinib,TC71_BONE,10.489,synergy
NSC319726,LY2874455,TC71_BONE,15.498,synergy
panobinostat,LY2874455,TC71_BONE,14.963,synergy
proscillaridin A,LY2874455,TC71_BONE,7.156,synergy
depsipeptide,LY2874455,TC71_BONE,7.44,synergy
Y0217,LY2874455,TC71_BONE,13.479,synergy
thapsigargin,LY2874455,TC71_BONE,6.318,synergy
NCGC00263265-01,LY2874455,TC71_BONE,10.779,synergy
epothilones,LY2874455,TC71_BONE,19.427,synergy
NVP-AUY922,LY2874455,TC71_BONE,14.583,synergy
methotrexate,LY2874455,TC71_BONE,10.531,synergy
NSC319726,MK-1775,TC71_BONE,14.233,synergy
panobinostat,MK-1775,TC71_BONE,24.767,synergy
pralatrexate,MK-1775,TC71_BONE,25.063,synergy
proscillaridin A,MK-1775,TC71_BONE,15.693,synergy
depsipeptide,MK-1775,TC71_BONE,12.068,synergy
Y0217,MK-1775,TC71_BONE,23.723,synergy
thapsigargin,MK-1775,TC71_BONE,17.899,synergy
NCGC00263265-01,MK-1775,TC71_BONE,16.688,synergy
NVP-BGT226,MK-1775,TC71_BONE,13.837,synergy
epothilones,MK-1775,TC71_BONE,16.247,synergy
NVP-AUY922,MK-1775,TC71_BONE,18.76,synergy
methotrexate,MK-1775,TC71_BONE,20.839,synergy
NSC319726,niraparib,TC71_BONE,17.837,synergy
panobinostat,niraparib,TC71_BONE,14.028,synergy
pralatrexate,niraparib,TC71_BONE,18.569,synergy
proscillaridin A,niraparib,TC71_BONE,19.019,synergy
depsipeptide,niraparib,TC71_BONE,21.3,synergy
Y0217,niraparib,TC71_BONE,12.816,synergy
thapsigargin,niraparib,TC71_BONE,19.51,synergy
NCGC00263265-01,niraparib,TC71_BONE,23.321,synergy
NVP-BGT226,niraparib,TC71_BONE,12.723,synergy
epothilones,niraparib,TC71_BONE,6.218,synergy
NVP-AUY922,niraparib,TC71_BONE,5.209,synergy
methotrexate,niraparib,TC71_BONE,18.182,synergy
NSC319726,FdCyd,TC71_BONE,27.334,synergy
panobinostat,FdCyd,TC71_BONE,17.029,synergy
pralatrexate,FdCyd,TC71_BONE,13.299,synergy
proscillaridin A,FdCyd,TC71_BONE,10.861,synergy
depsipeptide,FdCyd,TC71_BONE,31.101,synergy
Y0217,FdCyd,TC71_BONE,22.354,synergy
thapsigargin,FdCyd,TC71_BONE,-5.446,antagonism
NCGC00263265-01,FdCyd,TC71_BONE,26.385,synergy
NVP-BGT226,FdCyd,TC71_BONE,27.294,synergy
epothilones,FdCyd,TC71_BONE,42.174,synergy
NVP-AUY922,FdCyd,TC71_BONE,17.141,synergy
pralatrexate,pelitinib,TC71_BONE,12.209,synergy
proscillaridin A,pelitinib,TC71_BONE,14.55,synergy
depsipeptide,pelitinib,TC71_BONE,20.583,synergy
Y0217,pelitinib,TC71_BONE,8.668,synergy
thapsigargin,pelitinib,TC71_BONE,12.388,synergy
NCGC00263265-01,pelitinib,TC71_BONE,19.434,synergy
NVP-BGT226,pelitinib,TC71_BONE,13.659,synergy
epothilones,pelitinib,TC71_BONE,7.103,synergy
NVP-AUY922,pelitinib,TC71_BONE,13.509,synergy
methotrexate,pelitinib,TC71_BONE,10.179,synergy
NCGC00263265-01,tivantinib,TC71_BONE,7.508,synergy
NVP-BGT226,tivantinib,TC71_BONE,17.014,synergy
epothilones,tivantinib,TC71_BONE,11.068,synergy
NVP-AUY922,tivantinib,TC71_BONE,6.735,synergy
methotrexate,tivantinib,TC71_BONE,12.813,synergy
NCGC00263265-01,2-methoxyestradiol,TC71_BONE,15.342,synergy
NVP-BGT226,2-methoxyestradiol,TC71_BONE,14.419,synergy
epothilones,2-methoxyestradiol,TC71_BONE,6.394,synergy
methotrexate,2-methoxyestradiol,TC71_BONE,27.458,synergy
NVP-BGT226,RS0050,TC71_BONE,-9.13,antagonism
epothilones,RS0050,TC71_BONE,-9.039,antagonism
methotrexate,RS0050,TC71_BONE,-7.029,antagonism
NVP-BGT226,cantharidin,TC71_BONE,22.741,synergy
epothilones,cantharidin,TC71_BONE,16.183,synergy
NVP-AUY922,cantharidin,TC71_BONE,47.493,synergy
methotrexate,cantharidin,TC71_BONE,6.858,synergy
epothilones,SNX-5422,TC71_BONE,10.289,synergy
NVP-AUY922,SNX-5422,TC71_BONE,5.613,synergy
methotrexate,SNX-5422,TC71_BONE,15.16,synergy
NVP-AUY922,picropodophyllin,TC71_BONE,13.395,synergy
methotrexate,picropodophyllin,TC71_BONE,18.064,synergy
NVP-BGT226,Visudyne,TC71_BONE,21.143,synergy
epothilones,Visudyne,TC71_BONE,23.932,synergy
NVP-AUY922,Visudyne,TC71_BONE,12.415,synergy
NVP-BGT226,withaferin A,TC71_BONE,12.737,synergy
epothilones,withaferin A,TC71_BONE,18.037,synergy
NVP-BGT226,YK-4-279,TC71_BONE,33.942,synergy
epothilones,YK-4-279,TC71_BONE,20.592,synergy
NVP-AUY922,YK-4-279,TC71_BONE,5.713,synergy
methotrexate,YK-4-279,TC71_BONE,10.008,synergy
NVP-BGT226,Englerin A,TC71_BONE,8.77,synergy
epothilones,Englerin A,TC71_BONE,7.376,synergy
NVP-AUY922,Englerin A,TC71_BONE,18.121,synergy
methotrexate,Englerin A,TC71_BONE,13.822,synergy
NVP-AUY922,MK-2206 dihydrochloride,TC71_BONE,13.491,synergy
methotrexate,MK-2206 dihydrochloride,TC71_BONE,29.346,synergy
NVP-AUY922,OSI-027,TC71_BONE,8.042,synergy
methotrexate,OSI-027,TC71_BONE,7.505,synergy
methotrexate,navitoclax,TC71_BONE,24.972,synergy
methotrexate,AGN-PC-0HSSYL,TC71_BONE,11.672,synergy
AV412,artesunate,TC71_BONE,7.771,synergy
AVN944,artesunate,TC71_BONE,16.587,synergy
CDDO-Me,artesunate,TC71_BONE,28.425,synergy
cabozantinib,artesunate,TC71_BONE,9.751,synergy
everolimus,artesunate,TC71_BONE,16.174,synergy
GSK923295A,artesunate,TC71_BONE,26.194,synergy
lenvatinib,artesunate,TC71_BONE,13.617,synergy
linsitinib,artesunate,TC71_BONE,14.324,synergy
LY2874455,artesunate,TC71_BONE,18.957,synergy
MK-1775,artesunate,TC71_BONE,21.811,synergy
niraparib,artesunate,TC71_BONE,39.466,synergy
FdCyd,artesunate,TC71_BONE,8.135,synergy
pelitinib,artesunate,TC71_BONE,6.758,synergy
tivantinib,artesunate,TC71_BONE,11.907,synergy
2-methoxyestradiol,artesunate,TC71_BONE,24.026,synergy
RS0050,artesunate,TC71_BONE,10.117,synergy
cantharidin,artesunate,TC71_BONE,16.5,synergy
SNX-5422,artesunate,TC71_BONE,-12.472,antagonism
picropodophyllin,artesunate,TC71_BONE,26.438,synergy
Visudyne,artesunate,TC71_BONE,30.987,synergy
withaferin A,artesunate,TC71_BONE,14.163,synergy
MK-2206 dihydrochloride,artesunate,TC71_BONE,7.209,synergy
OSI-027,artesunate,TC71_BONE,15.908,synergy
AGN-PC-0HSSYL,artesunate,TC71_BONE,7.305,synergy
AVN944,AV412,TC71_BONE,26.532,synergy
CDDO-Me,AV412,TC71_BONE,9.459,synergy
NVP-BKM120,AV412,TC71_BONE,15.127,synergy
cabozantinib,AV412,TC71_BONE,20.674,synergy
everolimus,AV412,TC71_BONE,18.831,synergy
GSK923295A,AV412,TC71_BONE,5.814,synergy
linsitinib,AV412,TC71_BONE,17.678,synergy
LY2874455,AV412,TC71_BONE,7.721,synergy
MK-1775,AV412,TC71_BONE,19.992,synergy
FdCyd,AV412,TC71_BONE,16.635,synergy
pelitinib,AV412,TC71_BONE,16.139,synergy
tivantinib,AV412,TC71_BONE,7.57,synergy
2-methoxyestradiol,AV412,TC71_BONE,24.43,synergy
RS0050,AV412,TC71_BONE,-8.471,antagonism
cantharidin,AV412,TC71_BONE,14.032,synergy
SNX-5422,AV412,TC71_BONE,12.541,synergy
picropodophyllin,AV412,TC71_BONE,8.06,synergy
Visudyne,AV412,TC71_BONE,21.943,synergy
withaferin A,AV412,TC71_BONE,28.506,synergy
Englerin A,AV412,TC71_BONE,16.545,synergy
(+)-JQ-1,AV412,TC71_BONE,12.89,synergy
navitoclax,AV412,TC71_BONE,13.048,synergy
AGN-PC-0HSSYL,AV412,TC71_BONE,13.193,synergy
CDDO-Me,AVN944,TC71_BONE,9.423,synergy
cabozantinib,AVN944,TC71_BONE,25.336,synergy
crenolanib,AVN944,TC71_BONE,12.81,synergy
everolimus,AVN944,TC71_BONE,14.49,synergy
GSK923295A,AVN944,TC71_BONE,7.271,synergy
lenvatinib,AVN944,TC71_BONE,6.767,synergy
linsitinib,AVN944,TC71_BONE,14.706,synergy
LY2874455,AVN944,TC71_BONE,6.347,synergy
MK-1775,AVN944,TC71_BONE,21.229,synergy
niraparib,AVN944,TC71_BONE,5.731,synergy
pelitinib,AVN944,TC71_BONE,6.433,synergy
tivantinib,AVN944,TC71_BONE,7.148,synergy
2-methoxyestradiol,AVN944,TC71_BONE,21.466,synergy
RS0050,AVN944,TC71_BONE,13.198,synergy
cantharidin,AVN944,TC71_BONE,10.849,synergy
Visudyne,AVN944,TC71_BONE,13.481,synergy
withaferin A,AVN944,TC71_BONE,-15.413,antagonism
Englerin A,AVN944,TC71_BONE,9.077,synergy
MK-2206 dihydrochloride,AVN944,TC71_BONE,7.776,synergy
OSI-027,AVN944,TC71_BONE,-23.322,antagonism
(+)-JQ-1,AVN944,TC71_BONE,-18.336,antagonism
AGN-PC-0HSSYL,AVN944,TC71_BONE,16.489,synergy
cabozantinib,CDDO-Me,TC71_BONE,5.255,synergy
crenolanib,CDDO-Me,TC71_BONE,6.473,synergy
everolimus,CDDO-Me,TC71_BONE,7.189,synergy
GSK923295A,CDDO-Me,TC71_BONE,6.307,synergy
lenvatinib,CDDO-Me,TC71_BONE,10.418,synergy
linsitinib,CDDO-Me,TC71_BONE,7.037,synergy
LY2874455,CDDO-Me,TC71_BONE,26.602,synergy
MK-1775,CDDO-Me,TC71_BONE,12.542,synergy
niraparib,CDDO-Me,TC71_BONE,31.435,synergy
FdCyd,CDDO-Me,TC71_BONE,10.345,synergy
pelitinib,CDDO-Me,TC71_BONE,9.199,synergy
tivantinib,CDDO-Me,TC71_BONE,-7.531,antagonism
2-methoxyestradiol,CDDO-Me,TC71_BONE,27.854,synergy
RS0050,CDDO-Me,TC71_BONE,5.58,synergy
cantharidin,CDDO-Me,TC71_BONE,-6.635,antagonism
SNX-5422,CDDO-Me,TC71_BONE,5.627,synergy
picropodophyllin,CDDO-Me,TC71_BONE,31.026,synergy
Visudyne,CDDO-Me,TC71_BONE,13.101,synergy
withaferin A,CDDO-Me,TC71_BONE,17.992,synergy
MK-2206 dihydrochloride,CDDO-Me,TC71_BONE,12.676,synergy
OSI-027,CDDO-Me,TC71_BONE,34.201,synergy
